nx	ny	datetime	s_wht	meanwdir	peak_fr	mean_fr	ustar	wind_dir	cdg	wind_speed	depth	maxwh	maxwp	swe_h	meansdir	meansfr	wsea_h	wsead	wsea_fr	msp1	msp2	mwseap1	mwseap2
486	718	2006-01-01 00:00:00	3.17	212.599	0.072	0.087	0.199	149.525	0	6.034	202	6.056	10.396	3.14	213.445	0.086	0.395	152.404	0.349	10.621	9.986	2.637	2.455
486	718	2006-01-01 01:00:00	3.09	215.891	0.071	0.086	0.199	149.525	0.001	6.034	202	5.897	10.508	3.07	216.753	0.085	0.383	153.066	0.353	10.733	10.074	2.606	2.425
486	718	2006-01-01 02:00:00	3.04	219.782	0.066	0.084	0.055	146.622	0.001	2.036	202	5.766	10.722	3.04	219.782	0.084	0	146.622	1	10.478	9.3	0	0
486	718	2006-01-01 03:00:00	3.01	224.201	0.065	0.083	0.054	146.622	0.001	2.036	202	5.707	11.018	3.01	224.201	0.083	0	146.622	1	10.821	9.783	0	0
486	718	2006-01-01 04:00:00	3	228.674	0.066	0.081	0.054	146.622	0.001	2.036	202	5.706	11.295	3	228.674	0.081	0	146.622	1	11.129	10.186	0	0
486	718	2006-01-01 05:00:00	2.99	232.829	0.066	0.08	0.04	163.902	0.001	1.551	202	5.702	11.537	2.99	232.829	0.08	0	163.902	1	11.386	10.495	0	0
486	718	2006-01-01 06:00:00	2.99	236.388	0.067	0.079	0.04	163.902	0.001	1.551	202	5.707	11.736	2.99	236.388	0.079	0	163.902	1	11.594	10.738	0	0
486	718	2006-01-01 07:00:00	2.99	239.349	0.067	0.078	0.04	163.902	0.001	1.551	202	5.714	11.894	2.99	239.349	0.078	0	163.902	1	11.756	10.919	0	0
486	718	2006-01-01 08:00:00	2.98	241.886	0.069	0.077	0.04	181.095	0.001	1.57	202	5.704	12.013	2.98	241.886	0.077	0	181.095	1	11.878	11.051	0	0
486	718	2006-01-01 09:00:00	2.95	244.08	0.07	0.077	0.04	181.095	0.001	1.57	202	5.654	12.096	2.95	244.08	0.077	0	181.095	1	11.963	11.145	0	0
486	718	2006-01-01 10:00:00	2.89	245.961	0.071	0.077	0.04	181.095	0.001	1.57	202	5.552	12.149	2.89	245.961	0.077	0	181.095	1	12.015	11.196	0	0
486	718	2006-01-01 11:00:00	2.82	247.619	0.071	0.076	0.055	208.056	0.001	2.062	202	5.41	12.183	2.82	247.619	0.076	0	208.056	1	12.044	11.203	0	0
486	718	2006-01-01 12:00:00	2.73	249.159	0.071	0.076	0.055	208.056	0.001	2.062	202	5.248	12.211	2.73	249.159	0.076	0	208.056	1	12.069	11.214	0	0
486	718	2006-01-01 13:00:00	2.65	250.604	0.071	0.076	0.055	208.056	0.001	2.062	202	5.078	12.238	2.65	250.604	0.076	0	208.056	1	12.092	11.213	0	0
486	718	2006-01-01 14:00:00	2.56	251.928	0.071	0.076	0.096	205.876	0.001	3.345	202	4.91	12.264	2.56	251.93	0.076	0.033	209.428	0.638	12.126	11.264	1.47	1.386
486	718	2006-01-01 15:00:00	2.48	253.121	0.071	0.076	0.096	205.876	0.001	3.345	202	4.751	12.288	2.48	253.123	0.076	0.034	209.131	0.638	12.146	11.259	1.469	1.385
486	718	2006-01-01 16:00:00	2.4	254.171	0.071	0.076	0.096	205.876	0.001	3.345	202	4.604	12.312	2.4	254.173	0.076	0.035	208.811	0.638	12.165	11.252	1.469	1.385
486	718	2006-01-01 17:00:00	2.33	255.066	0.071	0.075	0.088	235.235	0.001	3.104	202	4.465	12.33	2.33	255.066	0.075	0.023	239.866	0.652	12.162	11.176	1.44	1.359
486	718	2006-01-01 18:00:00	2.26	255.817	0.071	0.075	0.088	235.235	0.001	3.104	202	4.328	12.331	2.26	255.818	0.075	0.024	239.879	0.652	12.155	11.134	1.44	1.359
486	718	2006-01-01 19:00:00	2.2	256.485	0.072	0.076	0.088	235.235	0.001	3.104	202	4.205	12.314	2.2	256.485	0.075	0.024	239.861	0.652	12.121	11.033	1.44	1.359
486	718	2006-01-01 20:00:00	2.14	257.158	0.072	0.076	0.077	295.454	0.001	2.769	202	4.108	12.267	2.14	257.158	0.076	0	295.454	1	12.03	10.789	0	0
486	718	2006-01-01 21:00:00	2.11	257.967	0.072	0.076	0.077	295.454	0.001	2.769	202	4.056	12.108	2.11	257.967	0.076	0	295.454	1	11.833	10.444	0	0
486	718	2006-01-01 22:00:00	2.08	259.063	0.072	0.077	0.078	295.454	0.001	2.769	202	4	11.717	2.08	259.063	0.077	0	295.454	1	11.381	9.788	0	0
486	718	2006-01-01 23:00:00	2.05	260.174	0.072	0.079	0.062	291.381	0.001	2.277	202	3.934	11.296	2.05	260.174	0.079	0	291.381	1	10.925	9.23	0	0
486	718	2006-01-02 00:00:00	2	260.995	0.072	0.08	0.062	291.381	0.001	2.277	202	3.849	11.046	2	260.995	0.08	0	291.381	1	10.658	8.931	0	0
486	718	2006-01-02 01:00:00	1.96	261.573	0.072	0.08	0.062	291.381	0.001	2.277	202	3.762	10.926	1.96	261.573	0.08	0	291.381	1	10.532	8.799	0	0
486	718	2006-01-02 02:00:00	1.92	262.004	0.072	0.081	0.066	227.854	0.001	2.414	202	3.663	10.874	1.92	262.004	0.081	0	227.854	1	10.471	8.733	0	0
486	718	2006-01-02 03:00:00	1.87	262.347	0.072	0.081	0.066	227.854	0.001	2.414	202	3.583	10.844	1.87	262.347	0.081	0	227.854	1	10.442	8.711	0	0
486	718	2006-01-02 04:00:00	1.83	262.645	0.073	0.082	0.066	227.854	0.001	2.414	202	3.503	10.815	1.83	262.645	0.082	0	227.854	1	10.411	8.68	0	0
486	718	2006-01-02 05:00:00	1.79	262.864	0.073	0.082	0.152	191.446	0.001	4.938	202	3.424	10.739	1.79	263.028	0.082	0.109	195.656	0.425	10.444	8.779	2.155	2.004
486	718	2006-01-02 06:00:00	1.75	262.983	0.073	0.083	0.154	191.446	0.001	4.938	202	3.347	10.602	1.75	263.28	0.082	0.153	195.01	0.459	10.373	8.704	1.968	1.819
486	718	2006-01-02 07:00:00	1.72	262.963	0.073	0.084	0.156	191.446	0.001	4.938	202	3.273	10.398	1.7	263.509	0.083	0.2	192.853	0.465	10.275	8.579	1.954	1.814
486	718	2006-01-02 08:00:00	1.7	261.903	0.074	0.086	0.274	185.002	0.001	7.8	202	3.231	9.801	1.64	265.363	0.082	0.433	187.046	0.31	10.675	9.05	2.71	2.435
486	718	2006-01-02 09:00:00	1.71	258.911	0.074	0.091	0.279	185.002	0.001	7.8	202	3.251	8.774	1.61	265.539	0.083	0.576	185.15	0.315	10.428	8.71	2.813	2.592
486	718	2006-01-02 10:00:00	1.73	255.306	0.074	0.096	0.289	185.002	0.001	7.8	202	3.297	7.992	1.58	265.661	0.084	0.707	185.081	0.305	10.166	8.422	2.953	2.719
486	718	2006-01-02 11:00:00	1.8	248.95	0.075	0.103	0.423	178.417	0.002	10.134	202	3.429	7.119	1.54	267.205	0.084	0.93	183.169	0.276	10.141	8.356	3.228	2.96
