nx	ny	datetime	s_wht	meanwdir	peak_fr	mean_fr	ustar	wind_dir	cdg	wind_speed	depth	maxwh	maxwp	swe_h	meansdir	meansfr	wsea_h	wsead	wsea_fr	msp1	msp2	mwseap1	mwseap2
486	718	2005-01-01 12:00:00	5.17	255.566	0.073	0.091	0.584	201.417	0.002	13.857	202	10.16	9.687	4.37	270.711	0.079	2.767	214.365	0.144	11.959	11.513	6.245	5.707
486	718	2005-01-01 13:00:00	5.2	254.968	0.073	0.091	0.587	201.417	0.002	13.857	202	10.242	9.703	4.39	270.293	0.079	2.79	213.08	0.144	12.048	11.62	6.218	5.682
486	718	2005-01-01 14:00:00	5.27	253.338	0.073	0.091	0.755	180.172	0.002	16.7	202	10.393	9.619	4.52	268.782	0.08	2.707	204.312	0.149	11.776	11.23	6.001	5.458
486	718	2005-01-01 15:00:00	5.41	249.583	0.073	0.092	0.833	180.172	0.002	16.7	202	10.934	9.368	4.48	268.993	0.079	3.035	200.781	0.148	12.015	11.523	5.998	5.445
486	718	2005-01-01 16:00:00	5.57	245.425	0.073	0.094	0.883	180.172	0.003	16.7	202	11.046	9.19	4.43	268.961	0.078	3.366	198.602	0.146	12.241	11.786	6.1	5.544
486	718	2005-01-01 17:00:00	5.77	240.276	0.073	0.095	1.079	173.978	0.003	20.111	202	11.444	9.009	4.39	268.68	0.077	3.735	195.981	0.143	12.36	11.897	6.268	5.721
486	718	2005-01-01 18:00:00	6.1	232.663	0.073	0.098	1.179	173.978	0.003	20.111	202	11.977	8.754	4.3	268.391	0.076	4.327	194.558	0.138	12.52	12.085	6.492	5.929
486	718	2005-01-01 19:00:00	6.37	227.088	0.073	0.1	1.212	173.978	0.004	20.111	202	12.509	8.714	4.24	267.763	0.076	4.758	193.401	0.133	12.597	12.177	6.775	6.204
486	718	2005-01-01 20:00:00	6.26	228.485	0.072	0.098	0.469	272.95	0.001	12.436	202	12.278	8.955	6.05	226.632	0.096	1.598	249.985	0.15	9.095	8.223	5.797	5.19
486	718	2005-01-01 21:00:00	5.81	237.866	0.072	0.094	0.47	272.95	0.001	12.436	202	11.373	9.425	5.56	235.913	0.091	1.694	255.038	0.143	9.683	8.782	6.194	5.608
486	718	2005-01-01 22:00:00	5.41	248.779	0.072	0.09	0.472	272.95	0.001	12.436	202	10.887	9.902	5.05	246.925	0.085	1.936	259.453	0.139	10.479	9.565	6.53	6.004
486	718	2005-01-01 23:00:00	5.19	255.371	0.072	0.088	0.358	238.518	0.001	9.862	202	10.413	10.234	5	256.604	0.084	1.383	240.033	0.185	10.918	10.284	4.977	4.629
486	718	2005-01-02 00:00:00	5.08	257.593	0.072	0.087	0.359	238.518	0.001	9.862	202	10.197	10.397	4.89	258.88	0.083	1.37	241.692	0.184	11.149	10.599	5	4.656
486	718	2005-01-02 01:00:00	5.05	257.894	0.073	0.087	0.36	238.518	0.001	9.862	202	10.125	10.406	4.84	259.368	0.083	1.437	241.719	0.18	11.246	10.735	5.089	4.722
486	718	2005-01-02 02:00:00	5.04	257.592	0.073	0.087	0.387	235.503	0.001	10.435	202	10.106	10.355	4.78	259.683	0.082	1.593	239.283	0.172	11.351	10.864	5.293	4.899
486	718	2005-01-02 03:00:00	5.03	257.33	0.073	0.087	0.389	235.503	0.001	10.435	202	10.091	10.316	4.76	259.644	0.083	1.625	237.973	0.172	11.362	10.887	5.285	4.887
486	718	2005-01-02 04:00:00	5.01	257.331	0.073	0.087	0.389	235.503	0.001	10.435	202	10.056	10.315	4.74	259.619	0.083	1.607	237.955	0.174	11.36	10.896	5.241	4.843
486	718	2005-01-02 05:00:00	5.02	257.957	0.073	0.088	0.479	259.554	0.002	12.355	202	10.095	10.237	4.42	257.491	0.079	2.381	259.436	0.138	11.962	11.535	6.508	5.967
486	718	2005-01-02 06:00:00	5.05	259.041	0.073	0.089	0.483	259.554	0.002	12.355	202	10.194	10.096	4.38	258.47	0.079	2.525	260.628	0.138	11.997	11.593	6.525	5.99
486	718	2005-01-02 07:00:00	5.07	260.01	0.073	0.09	0.486	259.554	0.002	12.355	202	10.248	9.991	4.34	259.334	0.08	2.619	261.728	0.138	11.981	11.588	6.559	6.024
486	718	2005-01-02 08:00:00	5.06	260.751	0.073	0.09	0.49	260.871	0.002	12.417	202	10.641	9.886	4.29	259.669	0.08	2.683	263.323	0.137	11.96	11.584	6.578	6.043
486	718	2005-01-02 09:00:00	5.03	261.286	0.073	0.091	0.491	260.871	0.002	12.417	202	10.584	9.787	4.2	260.495	0.08	2.78	262.964	0.135	11.929	11.55	6.683	6.137
486	718	2005-01-02 10:00:00	4.99	261.728	0.073	0.092	0.491	260.871	0.002	12.417	202	10.494	9.689	4.12	261.176	0.08	2.827	262.818	0.134	11.864	11.482	6.722	6.172
486	718	2005-01-02 11:00:00	4.91	262.03	0.073	0.093	0.399	251.857	0.001	10.534	202	10.297	9.676	4.48	263.272	0.085	2.014	256.134	0.162	11.067	10.648	5.622	5.192
486	718	2005-01-02 12:00:00	4.84	262.258	0.073	0.093	0.397	251.857	0.001	10.534	202	9.749	9.716	4.45	263.818	0.086	1.897	253.955	0.164	10.995	10.584	5.544	5.122
486	718	2005-01-02 13:00:00	4.89	262.616	0.073	0.092	0.396	251.857	0.001	10.534	202	9.843	9.764	4.51	264.22	0.086	1.889	253.741	0.164	11.008	10.612	5.566	5.147
486	718	2005-01-02 14:00:00	5.29	264.541	0.074	0.093	0.734	275.95	0.002	17.173	202	10.347	9.679	1.88	233.574	0.081	4.941	268.088	0.095	11.05	10.32	9.328	8.458
486	718	2005-01-02 15:00:00	5.96	267.994	0.074	0.094	0.759	275.95	0.002	17.173	202	11.701	9.655	1.87	237.898	0.078	5.653	270.64	0.096	11.606	10.835	9.311	8.47
486	718	2005-01-02 16:00:00	6.56	271.885	0.075	0.092	0.769	275.95	0.002	17.173	202	12.912	9.879	1.98	246.497	0.076	6.255	273.871	0.094	12.074	11.296	9.539	8.702
486	718	2005-01-02 17:00:00	7.2	276.95	0.075	0.089	0.858	289.401	0.002	18.755	202	14.244	10.236	2.03	235.432	0.078	6.91	280.033	0.09	11.524	10.656	9.979	9.134
486	718	2005-01-02 18:00:00	7.96	281.638	0.075	0.086	0.866	289.401	0.002	18.755	202	15.741	10.661	1.98	238.334	0.078	7.704	283.916	0.087	11.702	10.911	10.442	9.571
486	718	2005-01-02 19:00:00	8.59	284.304	0.074	0.083	0.866	289.401	0.002	18.755	202	17.256	11.07	2.1	246.937	0.075	8.328	286.085	0.084	12.275	11.512	10.85	9.962
486	718	2005-01-02 20:00:00	9.08	286.064	0.073	0.081	0.875	290.324	0.002	19.088	202	18.153	11.454	2.13	252.076	0.073	8.824	287.53	0.081	12.673	11.959	11.242	10.361
486	718	2005-01-02 21:00:00	9.57	288.381	0.072	0.079	0.872	290.324	0.002	19.088	202	19.48	11.796	2.17	261.523	0.071	9.32	289.42	0.079	13.013	12.305	11.593	10.699
486	718	2005-01-02 22:00:00	10.1	291.428	0.072	0.077	0.869	290.324	0.002	19.088	202	20.537	12.148	2.28	278.026	0.069	9.842	291.935	0.077	13.54	12.848	11.94	11.049
486	718	2005-01-02 23:00:00	10.58	294.73	0.071	0.075	0.842	293.756	0.002	18.891	202	21.583	12.52	2.92	279.836	0.067	10.168	295.681	0.076	14.35	13.816	12.26	11.429
486	718	2005-01-03 00:00:00	10.91	297.669	0.071	0.074	0.833	293.756	0.002	18.891	202	22.33	12.783	3.14	289.01	0.066	10.453	298.274	0.075	14.541	14.105	12.524	11.729
486	718	2005-01-03 01:00:00	11.01	299.853	0.07	0.073	0.827	293.756	0.002	18.891	202	22.584	12.893	3.22	295.871	0.066	10.529	300.146	0.074	14.762	14.386	12.627	11.864
486	718	2005-01-03 02:00:00	10.93	301.62	0.071	0.074	0.803	299.28	0.002	18.504	202	22.489	12.893	3.58	290.87	0.066	10.325	302.66	0.075	14.852	14.525	12.581	11.841
486	718	2005-01-03 03:00:00	10.7	303.017	0.072	0.074	0.801	299.28	0.002	18.504	202	22.108	12.821	3.53	293.108	0.066	10.105	303.986	0.075	14.889	14.606	12.499	11.771
486	718	2005-01-03 04:00:00	10.37	303.943	0.072	0.075	0.801	299.28	0.002	18.504	202	21.966	12.666	3.46	294.142	0.066	9.77	304.927	0.076	14.85	14.593	12.33	11.602
486	718	2005-01-03 05:00:00	9.82	304.597	0.073	0.076	0.649	301.792	0.002	15.659	202	20.775	12.467	6.91	305.904	0.068	6.967	303.393	0.085	14.449	14.308	10.824	10.036
486	718	2005-01-03 06:00:00	9.2	305.063	0.073	0.077	0.648	301.792	0.002	15.659	202	19.405	12.281	6.43	306.063	0.069	6.577	304.182	0.086	14.309	14.155	10.652	9.847
486	718	2005-01-03 07:00:00	8.69	305.234	0.073	0.078	0.649	301.792	0.002	15.659	202	18.268	12.074	6.04	305.691	0.069	6.247	304.846	0.088	14.189	14.019	10.424	9.607
486	718	2005-01-03 08:00:00	8.18	304.994	0.073	0.078	0.479	292.688	0.001	12.367	202	17.095	11.955	7.68	306.185	0.074	2.828	296.361	0.135	13.149	12.903	6.819	6.36
486	718	2005-01-03 09:00:00	7.66	304.327	0.073	0.079	0.476	292.688	0.001	12.367	202	15.844	11.876	7.2	305.501	0.075	2.604	295.576	0.138	13.049	12.789	6.682	6.235
486	718	2005-01-03 10:00:00	7.19	303.195	0.073	0.079	0.477	292.688	0.001	12.367	202	14.737	11.725	6.73	304.403	0.075	2.522	294.933	0.139	12.962	12.686	6.616	6.162
486	718	2005-01-03 11:00:00	6.76	301.723	0.073	0.08	0.317	266.997	0.001	8.972	202	13.779	11.666	6.67	302.518	0.079	1.085	272.468	0.2	12.013	11.516	4.663	4.385
486	718	2005-01-03 12:00:00	6.41	300.141	0.073	0.08	0.314	266.997	0.001	8.972	202	12.717	11.694	6.33	300.928	0.079	1.009	270.469	0.197	12.017	11.541	4.759	4.512
486	718	2005-01-03 13:00:00	6.14	298.543	0.072	0.08	0.314	266.997	0.001	8.972	202	12.144	11.703	6.07	299.261	0.079	0.945	270.666	0.199	12.014	11.546	4.711	4.472
486	718	2005-01-03 14:00:00	5.93	297.09	0.072	0.08	0.232	218.253	0.001	7.042	202	11.748	11.762	5.92	297.23	0.079	0.299	240.386	0.266	11.732	11.124	3.569	3.419
486	718	2005-01-03 15:00:00	5.75	295.848	0.072	0.079	0.232	218.253	0.001	7.042	202	11.381	11.845	5.74	295.959	0.079	0.256	238.526	0.261	11.808	11.238	3.632	3.454
486	718	2005-01-03 16:00:00	5.6	294.856	0.073	0.079	0.232	218.253	0.001	7.042	202	11.084	11.909	5.59	294.945	0.079	0.222	237.781	0.256	11.867	11.322	3.767	3.654
486	718	2005-01-03 17:00:00	5.48	294.343	0.073	0.079	0.439	161.444	0.001	11.941	202	11.069	11.969	5.48	294.359	0.079	0.09	209.906	0.264	11.902	11.36	3.141	2.779
486	718	2005-01-03 18:00:00	5.39	294.631	0.073	0.079	0.439	161.444	0.001	11.941	202	10.889	12.039	5.39	294.645	0.079	0.085	198.507	0.276	11.976	11.456	2.87	2.523
486	718	2005-01-03 19:00:00	5.35	296.003	0.073	0.078	0.44	161.444	0.001	11.941	202	10.793	12.122	5.35	296.023	0.078	0.107	181.779	0.322	12.066	11.564	2.489	2.252
486	718	2005-01-03 20:00:00	5.33	298.231	0.073	0.078	0.387	204.686	0.001	10.775	202	10.765	12.209	5.32	298.466	0.078	0.328	233.968	0.181	12.203	11.736	5.114	4.82
486	718	2005-01-03 21:00:00	5.32	300.474	0.073	0.078	0.388	204.686	0.001	10.775	202	10.753	12.227	5.31	300.897	0.077	0.425	229.69	0.189	12.271	11.816	4.853	4.549
486	718	2005-01-03 22:00:00	5.3	301.828	0.073	0.078	0.392	204.686	0.001	10.775	202	10.726	12.094	5.26	302.829	0.077	0.637	224.301	0.206	12.302	11.859	4.359	4.031
486	718	2005-01-03 23:00:00	5.27	302.035	0.073	0.079	0.332	214.886	0.001	9.302	202	10.676	11.861	5.2	303.862	0.078	0.85	221.657	0.216	12.295	11.864	4.228	3.929
486	718	2005-01-04 00:00:00	5.23	300.859	0.073	0.08	0.334	214.886	0.001	9.302	202	10.626	11.588	5.12	303.908	0.078	1.079	220.415	0.203	12.251	11.82	4.518	4.2
486	718	2005-01-04 01:00:00	5.22	297.847	0.073	0.081	0.336	214.886	0.001	9.302	202	11.054	11.258	5.06	302.184	0.078	1.265	219.432	0.193	12.099	11.65	4.755	4.413
486	718	2005-01-04 02:00:00	5.27	292.189	0.073	0.083	0.461	235.593	0.001	11.963	202	11.17	10.853	4.89	302.138	0.078	1.964	231.375	0.157	12.372	12.005	5.771	5.318
486	718	2005-01-04 03:00:00	5.43	283.763	0.073	0.086	0.468	235.593	0.002	11.963	202	11.518	10.48	4.89	297.287	0.078	2.366	232.807	0.148	12.247	11.892	6.152	5.659
486	718	2005-01-04 04:00:00	5.66	274.993	0.074	0.088	0.467	235.593	0.002	11.963	202	12.01	10.338	5.01	289.038	0.079	2.621	233.923	0.141	12.08	11.751	6.475	5.971
486	718	2005-01-04 05:00:00	5.95	267.31	0.074	0.089	0.558	223.186	0.002	13.852	202	12.678	10.291	4.95	288.54	0.078	3.308	227.613	0.125	12.311	11.999	7.295	6.736
486	718	2005-01-04 06:00:00	6.21	262.87	0.074	0.089	0.56	223.186	0.002	13.852	202	12.682	10.325	5.17	281.921	0.079	3.448	226.831	0.124	12.272	11.991	7.37	6.807
486	718	2005-01-04 07:00:00	6.33	261.103	0.074	0.088	0.56	223.186	0.002	13.852	202	12.606	10.395	5.31	277.97	0.079	3.434	226.089	0.124	12.281	12.016	7.345	6.781
486	718	2005-01-04 08:00:00	6.34	259.859	0.074	0.088	0.539	203.829	0.002	13.49	202	12.634	10.466	5.6	273.794	0.081	2.965	212.825	0.128	11.873	11.496	7.038	6.469
486	718	2005-01-04 09:00:00	6.34	258.264	0.074	0.087	0.54	203.829	0.002	13.49	202	12.634	10.51	5.55	273.301	0.08	3.055	210.961	0.126	12.006	11.651	7.144	6.561
486	718	2005-01-04 10:00:00	6.37	256.669	0.074	0.087	0.541	203.829	0.002	13.49	202	12.702	10.532	5.54	272.511	0.079	3.14	209.78	0.126	12.12	11.786	7.185	6.6
486	718	2005-01-04 11:00:00	6.38	256.756	0.074	0.086	0.428	261.628	0.001	11.401	202	12.601	10.661	6.11	257.507	0.083	1.841	250.235	0.155	11.319	10.769	5.909	5.464
486	718	2005-01-04 12:00:00	6.37	258.275	0.074	0.085	0.428	261.628	0.001	11.401	202	12.56	10.86	6.09	258.748	0.082	1.849	254.197	0.154	11.575	11.11	5.968	5.54
486	718	2005-01-04 13:00:00	6.37	259.482	0.073	0.084	0.428	261.628	0.001	11.401	202	12.545	10.986	6.09	259.731	0.081	1.874	257.38	0.153	11.757	11.35	6.002	5.585
486	718	2005-01-04 14:00:00	6.37	260.445	0.073	0.084	0.446	283.507	0.001	11.817	202	12.522	11.06	6.09	259.159	0.081	1.837	271.761	0.149	11.768	11.331	6.129	5.68
486	718	2005-01-04 15:00:00	6.36	261.188	0.073	0.084	0.448	283.507	0.001	11.817	202	12.498	11.093	6.06	259.45	0.08	1.931	275.025	0.148	11.901	11.5	6.168	5.718
486	718	2005-01-04 16:00:00	6.34	261.626	0.073	0.083	0.449	283.507	0.001	11.817	202	12.46	11.1	6.01	259.494	0.079	2.018	277.093	0.147	12.004	11.626	6.205	5.753
486	718	2005-01-04 17:00:00	6.28	261.522	0.073	0.083	0.375	254.139	0.001	10.281	202	12.363	11.148	6.09	261.576	0.081	1.521	260.793	0.17	11.778	11.373	5.416	5.054
486	718	2005-01-04 18:00:00	6.17	260.944	0.073	0.083	0.374	254.139	0.001	10.281	202	12.146	11.217	5.99	261.112	0.08	1.469	258.618	0.169	11.826	11.434	5.458	5.104
486	718	2005-01-04 19:00:00	6.06	260.295	0.073	0.083	0.375	254.139	0.001	10.281	202	12.082	11.236	5.88	260.502	0.08	1.448	257.425	0.17	11.862	11.48	5.441	5.086
486	718	2005-01-04 20:00:00	5.97	259.569	0.073	0.083	0.45	245.094	0.001	11.896	202	11.895	11.178	5.61	261.299	0.078	2.032	248.364	0.143	12.212	11.86	6.384	5.924
486	718	2005-01-04 21:00:00	5.89	258.913	0.073	0.083	0.453	245.094	0.001	11.896	202	11.974	11.061	5.51	260.858	0.078	2.105	247.502	0.145	12.231	11.885	6.299	5.826
486	718	2005-01-04 22:00:00	5.83	258.544	0.073	0.084	0.456	245.094	0.001	11.896	202	11.828	10.937	5.37	260.682	0.078	2.273	248.282	0.141	12.273	11.932	6.442	5.942
486	718	2005-01-04 23:00:00	5.79	258.417	0.073	0.085	0.509	244.345	0.002	12.957	202	11.744	10.773	5.14	261.737	0.077	2.675	247.685	0.132	12.467	12.146	6.869	6.333
486	718	2005-01-05 00:00:00	5.8	258.354	0.073	0.086	0.512	244.345	0.002	12.957	202	11.769	10.59	5.06	262.131	0.077	2.831	247.564	0.132	12.432	12.112	6.888	6.353
486	718	2005-01-05 01:00:00	5.82	258.35	0.073	0.087	0.514	244.345	0.002	12.957	202	11.81	10.479	5.03	262.487	0.078	2.931	247.283	0.132	12.406	12.085	6.908	6.372
486	718	2005-01-05 02:00:00	5.84	258.334	0.073	0.087	0.524	243.084	0.002	13.144	202	11.865	10.429	4.99	263.284	0.077	3.028	245.712	0.131	12.466	12.154	6.945	6.412
486	718	2005-01-05 03:00:00	5.86	258.406	0.073	0.087	0.525	243.084	0.002	13.144	202	11.921	10.43	5.01	263.385	0.077	3.046	245.591	0.131	12.483	12.171	6.947	6.412
486	718	2005-01-05 04:00:00	5.89	258.459	0.073	0.087	0.524	243.084	0.002	13.144	202	11.996	10.465	5.04	263.329	0.077	3.05	245.612	0.131	12.516	12.206	6.953	6.417
486	718	2005-01-05 05:00:00	5.94	258.395	0.073	0.086	0.491	240.517	0.002	12.476	202	12.117	10.551	5.22	262.906	0.078	2.849	243.692	0.134	12.37	12.028	6.763	6.231
486	718	2005-01-05 06:00:00	6.03	258.431	0.073	0.085	0.49	240.517	0.002	12.476	202	12.306	10.698	5.33	262.767	0.077	2.813	243.125	0.134	12.467	12.129	6.774	6.242
486	718	2005-01-05 07:00:00	6.15	258.757	0.073	0.084	0.489	240.517	0.002	12.476	202	12.588	10.869	5.48	262.948	0.077	2.792	242.677	0.134	12.6	12.27	6.783	6.252
486	718	2005-01-05 08:00:00	6.28	259.353	0.073	0.083	0.446	232.874	0.001	11.614	202	12.864	11.081	5.86	262.716	0.077	2.242	235.756	0.15	12.371	12.008	6.068	5.616
486	718	2005-01-05 09:00:00	6.39	259.963	0.073	0.081	0.444	232.874	0.001	11.614	202	13.097	11.288	5.99	263.268	0.076	2.207	234.732	0.15	12.542	12.187	6.091	5.642
486	718	2005-01-05 10:00:00	6.47	260.546	0.073	0.08	0.443	232.874	0.001	11.614	202	13.287	11.457	6.09	263.819	0.076	2.188	234.075	0.15	12.701	12.354	6.1	5.651
486	718	2005-01-05 11:00:00	6.55	260.861	0.073	0.079	0.513	193.213	0.002	13.169	202	13.15	11.599	6.21	265.636	0.076	2.085	213.005	0.141	12.556	12.02	6.385	5.852
486	718	2005-01-05 12:00:00	6.62	260.969	0.073	0.079	0.518	193.213	0.002	13.169	202	13.288	11.714	6.26	266.231	0.075	2.16	209.759	0.142	12.798	12.325	6.332	5.798
486	718	2005-01-05 13:00:00	6.73	261.085	0.072	0.078	0.521	193.213	0.002	13.169	202	13.48	11.825	6.34	266.772	0.074	2.244	207.443	0.142	13.035	12.621	6.299	5.764
486	718	2005-01-05 14:00:00	6.96	259.825	0.072	0.078	0.937	173.932	0.002	20.243	202	13.929	11.646	6.4	268.063	0.072	2.717	204.682	0.136	13.285	12.859	6.42	5.774
486	718	2005-01-05 15:00:00	7.39	255.403	0.072	0.08	1.104	173.932	0.003	20.243	202	14.826	11.034	6.52	268.397	0.071	3.488	199.39	0.14	13.554	13.184	6.266	5.661
486	718	2005-01-05 16:00:00	7.88	249.875	0.071	0.082	1.197	173.932	0.003	20.243	202	15.833	10.626	6.6	268.554	0.07	4.311	196.317	0.136	13.774	13.431	6.567	5.973
486	718	2005-01-05 17:00:00	8.22	247.318	0.071	0.083	1	212.804	0.003	18.643	202	16.502	10.664	5.29	275.521	0.067	6.289	225.499	0.099	14.308	13.46	8.772	7.885
486	718	2005-01-05 18:00:00	8.43	248.424	0.071	0.082	0.926	212.804	0.002	18.643	202	16.916	10.972	6.08	272.322	0.067	5.831	219.737	0.106	14.562	14.303	8.412	7.703
486	718	2005-01-05 19:00:00	8.67	250.173	0.07	0.081	0.883	212.804	0.002	18.643	202	17.41	11.254	6.33	272.066	0.068	5.919	222.604	0.103	14.576	14.401	8.697	7.975
486	718	2005-01-05 20:00:00	8.93	253.313	0.07	0.079	0.676	238.598	0.002	15.699	202	17.969	11.653	6.93	266.376	0.069	5.642	233.9	0.1	14.03	13.577	9.029	8.281
486	718	2005-01-05 21:00:00	9.15	256.587	0.07	0.077	0.662	238.598	0.002	15.699	202	18.411	12.1	7.31	267.632	0.068	5.499	236.875	0.097	14.275	13.975	9.283	8.529
486	718	2005-01-05 22:00:00	9.36	258.333	0.069	0.076	0.655	238.598	0.002	15.699	202	18.853	12.355	7.63	268.361	0.068	5.42	238.022	0.097	14.409	14.195	9.391	8.643
486	718	2005-01-05 23:00:00	9.38	259.552	0.07	0.075	0.505	238.587	0.002	12.913	202	18.93	12.562	8.84	262.441	0.071	3.136	236.085	0.129	13.724	13.486	7.131	6.655
486	718	2005-01-06 00:00:00	9.24	260.475	0.07	0.074	0.499	238.587	0.001	12.913	202	18.695	12.744	8.79	263.014	0.071	2.851	235.798	0.129	13.74	13.517	7.16	6.701
486	718	2005-01-06 01:00:00	9.02	261.106	0.07	0.074	0.496	238.587	0.001	12.913	202	18.287	12.831	8.62	263.385	0.071	2.635	236.18	0.13	13.734	13.524	7.142	6.691
486	718	2005-01-06 02:00:00	8.77	261.723	0.071	0.074	0.458	255.758	0.001	12.154	202	18.208	12.887	8.52	262.359	0.072	2.081	251.313	0.139	13.538	13.286	6.688	6.28
486	718	2005-01-06 03:00:00	8.53	262.345	0.072	0.074	0.457	255.758	0.001	12.154	202	17.74	12.899	8.29	262.867	0.072	2.034	253.877	0.138	13.551	13.319	6.736	6.334
486	718	2005-01-06 04:00:00	8.29	262.999	0.072	0.074	0.457	255.758	0.001	12.154	202	17.221	12.86	8.03	263.485	0.072	2.035	255.622	0.138	13.548	13.325	6.771	6.383
486	718	2005-01-06 05:00:00	8.06	263.489	0.072	0.075	0.572	247.904	0.002	14.462	202	16.727	12.676	7.55	265.408	0.071	2.81	249.359	0.122	13.849	13.68	7.54	7.013
486	718	2005-01-06 06:00:00	7.88	263.851	0.072	0.076	0.576	247.904	0.002	14.462	202	16.328	12.468	7.3	265.971	0.071	2.954	250.636	0.123	13.838	13.666	7.448	6.916
486	718	2005-01-06 07:00:00	7.77	264.098	0.072	0.076	0.579	247.904	0.002	14.462	202	16.081	12.291	7.11	266.43	0.071	3.127	251.814	0.122	13.823	13.647	7.504	6.957
486	718	2005-01-06 08:00:00	7.78	264.335	0.072	0.077	0.577	255.993	0.002	14.336	202	16.111	12.15	7.05	265.653	0.071	3.284	258.222	0.121	13.79	13.609	7.55	7.004
486	718	2005-01-06 09:00:00	7.92	264.584	0.072	0.077	0.579	255.993	0.002	14.336	202	16.436	12.057	7.11	265.945	0.071	3.474	258.816	0.12	13.764	13.594	7.646	7.096
486	718	2005-01-06 10:00:00	8.12	264.932	0.072	0.078	0.58	255.993	0.002	14.336	202	16.901	12.034	7.28	266.415	0.072	3.596	258.763	0.119	13.724	13.564	7.721	7.165
486	718	2005-01-06 11:00:00	8.27	265.5	0.072	0.077	0.486	237.445	0.001	12.6	202	17.261	12.152	7.79	268.018	0.074	2.771	244.843	0.131	13.234	12.963	7.028	6.555
486	718	2005-01-06 12:00:00	8.35	266.304	0.072	0.077	0.482	237.445	0.001	12.6	202	17.443	12.325	7.94	268.683	0.074	2.565	242.314	0.133	13.26	13.02	7.003	6.574
486	718	2005-01-06 13:00:00	8.37	267.208	0.072	0.077	0.48	237.445	0.001	12.6	202	17.516	12.421	8.01	269.459	0.074	2.442	241.724	0.133	13.274	13.05	6.996	6.584
486	718	2005-01-06 14:00:00	8.31	267.894	0.072	0.077	0.527	213.399	0.001	13.643	202	17.406	12.438	7.95	271.563	0.074	2.443	224.215	0.126	13.207	12.934	7.325	6.853
486	718	2005-01-06 15:00:00	8.19	268.206	0.073	0.077	0.529	213.399	0.002	13.643	202	17.135	12.402	7.8	272.324	0.074	2.474	221.322	0.127	13.245	12.998	7.238	6.764
486	718	2005-01-06 16:00:00	8	268.247	0.073	0.077	0.531	213.399	0.002	13.643	202	16.752	12.332	7.59	272.946	0.074	2.532	219.192	0.128	13.275	13.046	7.176	6.691
486	718	2005-01-06 17:00:00	7.78	267.827	0.073	0.077	0.604	195.288	0.002	15.094	202	16.285	12.193	7.36	273.266	0.074	2.527	213.17	0.129	13.184	12.93	7.09	6.581
486	718	2005-01-06 18:00:00	7.52	266.962	0.073	0.078	0.613	195.288	0.002	15.094	202	16.439	11.948	7.03	273.619	0.074	2.661	211.113	0.131	13.163	12.914	6.933	6.399
